"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.479017388E2,9.859500527E-1,1.257195091E1,5.059500337E-1
1.479041825E2,8.230500221E-1,8.989950180E0,1.570500135E-1
1.479066260E2,2.599500120E-1,7.369950294E0,-3.405000269E-2
1.479090696E2,5.430000424E-1,1.092705059E1,-4.339500070E-1
1.479115130E2,1.627050042E0,1.242405033E1,1.018050075E0
1.479139567E2,1.693950057E0,1.010400009E1,1.203000069E0
1.479164001E2,1.255950093E0,9.037950516E0,-5.010000467E-1
1.479188435E2,4.414050102E0,8.822999954E0,2.146050215E0
1.479212871E2,1.154700089E1,6.112950325E0,-1.124595070E1
1.479237306E2,7.990950584E0,7.981950283E0,-1.876200104E1
1.479261742E2,6.166950226E0,7.144050121E0,-1.732305145E1
1.479286177E2,1.041000009E0,4.792950153E0,-1.110000038E1
1.479310613E2,-4.140000343E-1,4.204050064E0,-3.120000124E0
1.479335048E2,1.672950029E0,7.750050545E0,3.871950150E0
1.479359484E2,1.852050066E0,6.346950531E0,4.624050140E0
1.479383918E2,6.025950432E0,6.268050194E0,4.420950413E0
1.479408355E2,7.054950237E0,8.176050186E0,3.154050112E0
1.479432789E2,5.334000111E0,6.958050251E0,-2.971950054E0
1.479457226E2,4.684950352E0,8.776950836E0,-7.363050461E0
1.479481660E2,4.891050339E0,9.208050728E0,-9.336000443E0
1.479506096E2,3.058950186E0,7.822050571E0,-8.755949974E0
1.479530531E2,1.405050039E0,6.862050533E0,-2.449950218E0
1.479554967E2,1.654050112E0,6.601050377E0,1.564050078E0
1.479579402E2,3.346050262E0,7.657050133E0,1.690950036E0
1.479603838E2,6.789000511E0,1.126500034E1,-1.954050064E0
1.479628272E2,5.923050404E0,1.054200077E1,-3.175050259E0
1.479652708E2,4.394999981E0,9.721050262E0,-3.136950254E0
1.479677143E2,3.151950121E0,1.144005013E1,-3.858000278E0
1.479701579E2,1.837950110E0,1.309200096E1,-1.612050056E0
1.479726014E2,1.753950119E0,1.375005054E1,-2.042999983E0
1.479750450E2,1.089000106E0,1.219605064E1,-1.906050086E0
1.479774885E2,2.790000141E-1,9.547950745E0,-1.462950110E0
1.479799321E2,9.810000658E-1,8.017950058E0,-3.340950251E0
1.479823755E2,3.178950071E0,9.265950203E0,-3.709050179E0
1.479848192E2,4.861950397E0,1.019205093E1,-6.028950214E0
1.479872626E2,5.167950153E0,8.160000801E0,-6.307050228E0
1.479897062E2,3.379950047E0,6.843000412E0,-3.022050142E0
1.479921496E2,2.817000151E0,4.935000420E0,-4.360500276E-1
1.479945931E2,5.247000217E0,6.349950314E0,-1.123050094E0
1.479970367E2,9.082950592E0,6.285000324E0,-5.823000431E0
1.479994802E2,7.081050396E0,5.527950287E0,-5.833050251E0
1.480019238E2,2.362050056E0,6.475950241E0,-1.963950038E0
1.480043672E2,1.066950083E0,5.655000210E0,1.492950082E0
1.480068109E2,4.138950348E0,8.161950111E0,8.220000267E-1
1.480092543E2,4.927050114E0,8.800950050E0,-2.827950239E0
1.480116979E2,2.740950108E0,7.330950260E0,-3.882000208E0
1.480141414E2,3.750000298E-1,6.916950226E0,-3.118050098E0
1.480165850E2,7.819500566E-1,5.380050182E0,-2.625000238E0
1.480190285E2,2.650050163E0,7.707000256E0,1.249500066E-1
1.480214721E2,4.290000439E0,6.795000553E0,-3.120000064E-1
1.480239155E2,3.349050045E0,6.376050472E0,1.633950114E0
1.480263592E2,1.717950106E0,7.705050468E0,2.488950014E0
1.480288026E2,2.233050108E0,8.358000755E0,2.115000010E0
1.480312462E2,2.161050081E0,1.073595047E1,1.215000033E0
1.480336897E2,3.187950134E0,1.443300056E1,-1.755000114E0
1.480361333E2,3.849000216E0,1.449495029E1,1.144950032E0
1.480385768E2,3.070950031E0,1.237395096E1,1.282050014E0
1.480410204E2,1.407000065E0,1.294095039E1,-2.173950195E0
1.480434638E2,5.929500461E-1,1.392495060E1,-1.372050047E0
1.480459075E2,1.186950088E0,1.650105095E1,-3.070500195E-1
1.480483509E2,1.189050078E0,1.494705105E1,1.519500017E-1
1.480507945E2,-8.805000782E-2,1.002705002E1,2.670000196E-1
1.480532380E2,-2.939999998E-1,1.142100048E1,-3.826950073E0
1.480556816E2,1.125000000E0,1.585995102E1,3.240000010E-1
1.480581251E2,9.550500512E-1,1.359000111E1,1.123950005E0
1.480605685E2,1.234950066E0,1.049205017E1,2.860050201E0
1.480630121E2,3.724950075E0,9.394950867E0,-6.369000435E0
1.480654555E2,1.491000056E0,7.390950203E0,-9.124950409E0
1.480678992E2,2.821950197E0,5.136000156E0,-1.240005016E1
1.480703426E2,5.287950039E0,5.362950325E0,-1.570905113E1
1.480727862E2,3.627000093E0,4.840950012E0,-1.638899994E1
1.480752297E2,1.399950027E0,5.284050465E0,-9.067950249E0
1.480776733E2,1.219950080E0,3.595950127E0,-2.230500132E-1
1.480801168E2,7.095000148E-2,3.888000250E0,6.228000164E0
1.480825604E2,2.367000103E0,4.807950020E0,4.342050076E0
1.480850039E2,3.448950052E0,4.192049980E0,3.999000072E0
1.480874475E2,5.752950191E0,3.081000090E0,3.172950268E0
1.480898909E2,6.979050159E0,2.962050200E0,1.945050120E0
1.480923346E2,7.419000149E0,6.115050316E0,-2.244000196E0
1.480947780E2,1.132695007E1,7.720950603E0,-8.673000336E0
1.480972216E2,7.891050339E0,5.317950249E0,-1.251105022E1
1.480996651E2,1.945950150E0,5.380050182E0,-9.690000534E0
1.481021087E2,-5.770500302E-1,4.444050312E0,-3.600000143E-1
1.481045522E2,2.430000156E-1,7.177950382E0,5.002950191E0
1.481069958E2,2.422049999E0,9.466950417E0,2.853000164E0
1.481094393E2,5.725950241E0,8.242950439E0,9.559500217E-1
1.481118829E2,6.967050552E0,6.711000443E0,-4.032000065E0
1.481143263E2,5.506050110E0,8.188050270E0,-8.100000381E0
1.481167699E2,2.914950132E0,1.214400101E1,-9.618000031E0
1.481192134E2,8.830500245E-1,1.405200100E1,-8.242050171E0
1.481216570E2,-1.170000061E-1,1.249995041E1,-4.565999985E0
1.481241005E2,-3.900000155E-1,1.047705078E1,-1.897050142E0
1.481265441E2,8.899500370E-1,8.706000328E0,7.304999977E-2
1.481289875E2,4.330049992E0,8.595000267E0,-3.642000198E0
1.481314309E2,7.627050400E0,1.010100079E1,-7.087950230E0
1.481338745E2,8.440950394E0,8.671950340E0,-6.757050514E0
1.481363180E2,5.271000385E0,9.532050133E0,-6.441000462E0
1.481387616E2,2.326050043E0,1.020705032E1,-2.245950222E0
1.481412051E2,3.358050108E0,1.087005043E1,1.216950059E0
1.481436487E2,6.588000298E0,1.041495037E1,-2.160000056E-1
1.481460922E2,8.209050179E0,9.556050301E0,-1.887000084E0
1.481485358E2,5.724000454E0,8.494950294E0,-4.404000282E0
1.481509792E2,4.347000122E0,9.534000397E0,-5.412000179E0
1.481534228E2,5.224050045E0,1.122000027E1,-5.452050209E0
1.481558663E2,6.679050446E0,1.246500015E1,-5.328000069E0
1.481583099E2,5.020050049E0,1.212900066E1,-3.633000135E0
1.481607534E2,2.683050156E0,1.168905067E1,-1.144950032E0
1.481631970E2,8.749500513E-1,1.054905033E1,1.624050021E0
1.481656405E2,6.379500031E-1,9.022050858E0,1.545000076E0
1.481680841E2,2.317050219E0,8.088000298E0,-1.855950117E0
1.481705276E2,2.836050034E0,6.189000130E0,-7.222050190E0
1.481729712E2,1.251000047E0,5.557050228E0,-7.039950371E0
1.481754146E2,1.330500096E-1,4.975050449E0,-1.285950065E0
1.481778582E2,1.623000026E0,6.667950153E0,1.392000079E0
1.481803017E2,3.112050056E0,1.051305008E1,-2.059500068E-1
1.481827451E2,2.166000128E0,9.292050362E0,-1.800000072E-1
1.481851888E2,1.552950025E0,7.777050495E0,2.923950195E0
1.481876324E2,1.243950009E0,8.653050423E0,1.939950109E0
1.481900759E2,6.700500250E-1,9.615000725E0,2.632050037E0
1.481925194E2,4.830000103E-1,9.373950005E0,1.737000108E0
1.481949629E2,6.379500031E-1,9.795000076E0,1.909050107E0
1.481974063E2,2.290500104E-1,8.454000473E0,1.786950111E0
1.481998499E2,7.304999977E-2,6.783000469E0,1.351050019E0
1.482022934E2,1.399500072E-1,9.000000000E0,1.806000113E0
1.482047370E2,9.160500169E-1,1.114500046E1,-4.770000279E-1
1.482071804E2,1.371000051E0,9.189000130E0,2.137050152E0
1.482096241E2,6.844050407E0,7.018050194E0,3.537000179E0
1.482120675E2,8.712000847E0,6.867000103E0,-1.462500095E1
1.482145111E2,7.273050308E0,7.200000286E0,-1.823295021E1
1.482169546E2,3.949950218E0,9.249000549E0,-1.788600159E1
1.482193982E2,2.713950157E0,7.695000172E0,-1.108395100E1
1.482218417E2,3.175950050E0,7.348050117E0,-4.585950375E0
1.482242853E2,2.179949999E0,6.828000546E0,1.203000069E0
1.482267288E2,2.317050219E0,5.928000450E0,3.532050133E0
1.482291724E2,3.193050146E0,6.702000141E0,1.162050009E0
1.482316158E2,3.769950151E0,5.878050327E0,-2.950500250E-1
1.482340594E2,3.603000164E0,4.966050148E0,-1.726950049E0
1.482365029E2,3.475950241E0,7.840950489E0,-1.650000095E0
1.482389465E2,3.054000139E0,7.923000336E0,-4.858050346E0
1.482413900E2,4.744950294E0,9.916950226E0,-5.293950081E0
1.482438336E2,5.437050343E0,9.469050407E0,-3.730950117E0
1.482462771E2,2.982000113E0,9.795000076E0,-2.629050016E0
1.482487204E2,8.400000334E-1,1.005795002E1,5.230500102E-1
1.482511641E2,1.819050074E0,9.739950180E0,1.411050081E0
1.482536078E2,3.507000208E0,1.211505032E1,-3.670500219E-1
1.482560512E2,6.133050442E0,1.263900089E1,-3.250050068E0
1.482584948E2,8.322000504E0,1.105905056E1,-7.009050369E0
1.482609383E2,8.218950272E0,9.631950378E0,-8.112000465E0
1.482633819E2,5.242950439E0,1.144500065E1,-5.476050377E0
1.482658253E2,4.189050198E0,1.512195110E1,-3.886050224E0
1.482682688E2,2.998950243E0,1.453305054E1,-3.160950184E0
1.482707124E2,9.760500193E-1,1.330695057E1,-3.433950186E0
1.482731558E2,4.729500115E-1,1.076895046E1,-2.953050137E0
1.482755995E2,9.640500546E-1,9.139050484E0,-3.019950151E0
1.482780429E2,2.839050055E0,8.694000244E0,-4.336950302E0
1.482804865E2,5.427000046E0,8.092950821E0,-6.879000187E0
1.482829300E2,4.504950047E0,6.517050266E0,-6.553950310E0
1.482853736E2,3.351000071E0,5.490000248E0,-2.383050203E0
1.482878171E2,2.500950098E0,4.681050301E0,1.521000028E0
1.482902607E2,2.242950201E0,4.441050053E0,2.721000195E0
1.482927042E2,1.567050099E0,5.397000313E0,4.162050247E0
1.482951478E2,7.249500155E-1,4.539000034E0,3.082050085E0
1.482975912E2,-2.920500040E-1,1.960950136E0,3.370050192E0
1.483000348E2,2.410500050E-1,1.594950080E0,3.742950201E0
1.483024783E2,1.129050016E0,4.554000378E0,1.461000085E0
1.483049219E2,3.319950104E0,5.398950100E0,2.351999998E0
1.483073654E2,5.173050404E0,5.049000263E0,4.920000136E-1
1.483098090E2,4.219950199E0,4.777050018E0,-3.858000278E0
1.483122525E2,2.827050209E0,6.085950375E0,-4.429950237E0
1.483146961E2,1.837950110E0,7.362000465E0,-3.465000153E0
1.483171395E2,1.587000132E0,9.442950249E0,-2.898000240E0
1.483195832E2,2.523000002E0,9.651000023E0,-2.665050030E0
1.483220266E2,2.676000118E0,7.864950180E0,-3.846000195E0
1.483244702E2,1.876050115E0,5.818050385E0,-3.108000040E0
1.483269137E2,2.584950209E0,6.409050465E0,-2.902050257E0
1.483293573E2,6.190950394E0,8.968950272E0,-4.674000263E0
1.483318008E2,5.440950394E0,7.534950256E0,-6.754950523E0
1.483342442E2,2.923050165E0,6.457050323E0,-7.258050442E0
1.483366878E2,2.500950098E0,6.607950211E0,-4.605000019E0
1.483391312E2,4.157999992E0,9.490950584E0,-2.296950102E0
1.483415748E2,3.871050119E0,9.766050339E0,-2.197950125E0
1.483440183E2,4.144050121E0,1.052505016E1,-2.437950134E0
1.483464619E2,1.912050128E0,9.364050865E0,-1.369950056E0
1.483489054E2,1.669500023E-1,7.686000347E0,5.989500284E-1
1.483513490E2,5.260500312E-1,8.277000427E0,7.500000596E-1
1.483537925E2,5.266950130E0,9.213000298E0,-2.328000069E0
1.483562361E2,7.644000530E0,8.038050652E0,-6.328950405E0
1.483586795E2,5.892000198E0,8.449049950E0,-4.794000149E0
1.483611231E2,3.801000118E0,9.478950500E0,-3.697050095E0
1.483635666E2,1.669950128E0,1.113600063E1,-3.574950218E0
1.483660102E2,2.245050192E0,1.251000023E1,-3.436050177E0
1.483684537E2,2.599050045E0,1.201695061E1,-3.372000217E0
1.483708973E2,3.439950228E0,1.164795017E1,-1.420050025E0
1.483733407E2,3.406050205E0,1.188300037E1,-1.051950097E0
1.483757844E2,2.737950087E0,1.101405048E1,-7.240500450E-1
1.483782278E2,1.897950053E0,1.146105099E1,-1.401000023E0
1.483806714E2,3.919050217E0,1.365705109E1,-4.309500158E-1
1.483831148E2,4.453050137E0,1.368300056E1,-2.758950233E0
1.483855585E2,3.117000103E0,1.296000099E1,-1.495050073E0
1.483880019E2,1.732950091E0,1.351305103E1,-6.000000238E-2
1.483904456E2,9.589500427E-1,1.243095016E1,-7.470000386E-1
1.483928891E2,4.129500091E-1,1.292205048E1,-1.747950077E0
1.483953327E2,9.949500561E-1,1.366905022E1,-6.000000238E-2
1.483977761E2,1.183950067E0,1.117200089E1,1.155000091E0
1.484002195E2,3.750000298E-1,9.772950172E0,-1.333950043E0
1.484026631E2,-1.950000064E-3,1.000605011E1,-5.610000491E-1
1.484051066E2,1.237050056E0,9.121950150E0,1.378050089E0
1.484075502E2,3.852000237E0,6.838050365E0,-4.561950207E0
1.484099937E2,3.660000086E0,5.547000408E0,-6.300000191E0
1.484124373E2,1.912050128E0,3.811950207E0,-6.640050411E0
1.484148808E2,1.384950042E0,2.217000008E0,-4.381950378E0
1.484173244E2,4.657950401E0,2.799000025E0,-2.446950197E0
1.484197678E2,6.415950298E0,4.081950188E0,-2.433000088E0
1.484222115E2,5.094000340E0,3.988950253E0,-1.071000099E0
1.484246549E2,2.235000134E0,3.988950253E0,1.027950048E0
1.484270985E2,1.471950054E0,4.894050121E0,1.078050017E0
1.484295420E2,2.346000195E0,6.430950165E0,-9.340500236E-1
1.484319856E2,3.703050137E0,5.866050243E0,-5.389950275E0
1.484344291E2,2.125050068E0,4.735949993E0,-6.898050308E0
1.484368727E2,3.688950062E0,4.210950375E0,-7.654950142E0
1.484393162E2,6.250950336E0,4.012950420E0,-9.514950752E0
1.484417598E2,5.689950466E0,6.835950375E0,-8.886000633E0
1.484442032E2,6.313050270E0,8.251049995E0,-3.265950203E0
1.484466468E2,3.997950077E0,8.028000832E0,1.417950034E0
1.484490902E2,1.633950114E0,9.394950867E0,4.039950371E0
1.484515339E2,1.972050071E0,1.008195019E1,2.587050200E0
1.484539774E2,2.535000086E0,1.072905064E1,2.268000126E0
1.484564210E2,4.881000042E0,1.188795090E1,1.260000110E0
1.484588644E2,8.607000351E0,1.140600014E1,-4.674000263E0
1.484613081E2,6.852000237E0,9.754050255E0,-7.629000187E0
1.484637515E2,2.472000122E0,1.211505032E1,-7.276950359E0
1.484661949E2,6.430500150E-1,1.428705025E1,-4.036950111E0
1.484686385E2,1.942950130E0,1.696800041E1,-5.059500337E-1
1.484710820E2,1.747050047E0,1.662795067E1,3.120000064E-1
1.484735256E2,-1.390500069E-1,1.349400043E1,-7.999500632E-1
1.484759691E2,-4.930500090E-1,1.311795044E1,2.550000250E-1
1.484784127E2,-6.900000572E-2,1.479900074E1,4.800000191E-1
1.484808561E2,7.729500532E-1,1.266300106E1,-1.336050034E0
1.484832997E2,2.592000008E0,1.128195095E1,-5.086050034E0
1.484857432E2,3.397050142E0,9.843000412E0,-7.356000423E0
1.484881868E2,1.705950022E0,9.253950119E0,-4.783950329E0
1.484906303E2,1.048050046E0,8.571000099E0,2.310000062E-1
1.484930739E2,9.379500151E-1,7.216050148E0,1.663050056E0
1.484955174E2,2.319000006E0,9.735000610E0,1.344000101E0
1.484979610E2,2.695050240E0,7.432050228E0,-8.790000677E-1
1.485004044E2,2.713950157E0,3.313950062E0,-3.520500064E-1
1.485028480E2,5.200050354E0,4.558950424E0,-8.890500665E-1
1.485052915E2,8.520000458E0,9.148050308E0,-1.462950110E0
1.485077351E2,7.159950256E0,9.309000015E0,-1.018050075E0
1.485101786E2,3.562050104E0,7.888950348E0,-1.779000044E0
1.485126222E2,2.058000088E0,8.373000145E0,-2.047950029E0
1.485150656E2,3.057000160E0,7.434000492E0,-2.767950058E0
1.485175091E2,4.668000221E0,8.072999954E0,-3.913050175E0
1.485199528E2,3.721950293E0,8.281949997E0,-3.883950233E0
1.485223961E2,3.150000095E0,6.168000221E0,-3.396000147E0
1.485248398E2,3.661950111E0,5.574000359E0,-1.578000069E0
1.485272834E2,5.140050411E0,5.155050278E0,-2.566950083E0
1.485297269E2,4.951050282E0,4.992000103E0,-3.361950159E0
1.485321703E2,4.218000412E0,6.199050426E0,-2.296950102E0
1.485346139E2,4.483950138E0,8.221950531E0,-2.115000010E0
1.485370574E2,2.880000114E0,7.465050220E0,-1.618950129E0
1.485395010E2,2.458050013E0,8.832000732E0,4.395000264E-2
1.485419444E2,2.061000109E0,9.354000092E0,8.680500388E-1
1.485443881E2,1.354050040E0,9.943050385E0,1.543050051E0
1.485468315E2,2.235000134E0,1.069305038E1,-9.820500612E-1
1.485492751E2,3.307950258E0,9.160050392E0,-5.356050491E0
1.485517186E2,1.797000051E0,9.487950325E0,-5.977050304E0
1.485541622E2,4.420500100E-1,1.032600021E1,-2.932950258E0
1.485566057E2,1.278000116E0,1.053705025E1,1.849500090E-1
1.485590493E2,2.932050228E0,1.054395008E1,-1.648050070E0
1.485614928E2,3.949950218E0,1.195005035E1,-1.996950150E0
1.485639364E2,4.567049980E0,1.132005024E1,-2.785050154E0
1.485663798E2,3.648000240E0,1.016400051E1,-4.249950409E0
1.485688235E2,3.021000147E0,1.059705067E1,-4.513950348E0
1.485712669E2,3.763050079E0,1.122000027E1,-2.887950182E0
1.485737105E2,3.550050259E0,1.113600063E1,-2.103000164E0
1.485761540E2,3.507000208E0,1.127505016E1,-4.699500203E-1
1.485785976E2,2.880000114E0,9.775950432E0,-8.239500523E-1
1.485810411E2,3.619050264E0,9.046050072E0,-4.840500355E-1
1.485834845E2,5.719050407E0,1.048200035E1,-4.480500221E-1
1.485859281E2,5.080050468E0,1.109295082E1,-2.212949991E0
1.485883715E2,3.895050287E0,1.200195026E1,-3.537000179E0
1.485908152E2,2.032050133E0,1.134600067E1,-1.861050129E0
1.485932586E2,1.359000087E0,1.022595024E1,2.019000053E0
1.485957023E2,9.690000415E-1,1.169100094E1,1.900050044E0
1.485981457E2,5.620500445E-1,1.281405067E1,1.867950082E0
1.486005893E2,-1.630500108E-1,1.201695061E1,8.205000311E-2
1.486030328E2,7.650000453E-1,1.091100025E1,2.020500153E-1
1.486054764E2,1.492950082E0,9.532050133E0,9.870000482E-1
1.486079198E2,3.378000259E0,9.697050095E0,-5.850000381E-1
1.486103635E2,3.969000101E0,9.988950729E0,-4.246050358E0
1.486128069E2,5.383950233E0,1.004595089E1,-7.420050144E0
1.486152505E2,3.492000103E0,9.274950027E0,-7.305000305E0
1.486176940E2,2.044049978E0,8.545050621E0,-3.739950180E0
1.486201376E2,9.550500512E-1,6.807000160E0,-1.486950040E0
1.486225811E2,1.045050025E0,5.659950256E0,-6.919500232E-1
1.486250247E2,2.937000036E0,6.961950302E0,-1.204950094E0
1.486274681E2,2.604000092E0,6.928950310E0,-1.641000032E0
1.486299115E2,1.266000032E0,3.709050179E0,-9.409500360E-1
1.486323551E2,1.383000016E0,2.974050045E0,1.437000036E0
1.486347988E2,1.263000011E0,3.069000244E0,1.432950020E0
1.486372422E2,3.306000233E0,3.832950115E0,1.296000004E0
1.486396859E2,5.142000198E0,3.361050129E0,-2.185950041E0
1.486421294E2,5.106000423E0,1.558950067E0,-4.176000118E0
1.486445730E2,2.155950069E0,2.506950140E0,-3.096000195E0
1.486470164E2,7.890000343E-1,3.675000191E0,-3.106050253E0
1.486494598E2,2.728950024E0,4.884000301E0,-1.660500020E-1
1.486519035E2,4.085999966E0,5.440050125E0,1.417950034E0
1.486543469E2,3.337050200E0,5.521050453E0,8.149500489E-1
1.486567905E2,1.186950088E0,5.773050308E0,1.180950046E0
1.486592340E2,9.000000358E-2,7.555950165E0,3.169500232E-1
1.486616777E2,1.942950130E0,8.089950562E0,-8.895000070E-2
1.486641211E2,4.357050419E0,8.902050018E0,-4.672049999E0
1.486665647E2,5.772000313E0,8.571000099E0,-6.793050289E0
1.486690082E2,6.519000530E0,9.354000092E0,-6.163050175E0
1.486714518E2,3.205050230E0,1.020195007E1,-2.857050180E0
1.486738952E2,1.299000025E0,1.244505024E1,2.740500271E-1
1.486763388E2,1.315950036E0,1.225095081E1,5.779500008E-1
1.486787823E2,8.710500598E-1,1.297905064E1,-1.624050021E0
1.486812259E2,5.239500403E-1,1.173900032E1,-8.340000510E-1
1.486836694E2,8.920500278E-1,9.991050720E0,1.167000055E0
1.486861130E2,1.872000098E0,8.437050819E0,-2.634000063E0
1.486885565E2,1.897950053E0,1.002000046E1,-3.084000111E0
1.486910001E2,3.763050079E0,1.065405083E1,-3.388050079E0
1.486934435E2,5.677950382E0,1.084800053E1,-5.031000137E0
1.486958869E2,5.947050095E0,1.107300091E1,-6.865050316E0
1.486983305E2,5.191950321E0,9.840000153E0,-5.929050446E0
1.487007740E2,3.238950253E0,9.979050636E0,-3.348000050E0
1.487032177E2,3.313050270E0,1.139400101E1,-4.770000279E-1
1.487056613E2,3.994950294E0,9.940950394E0,-1.276950002E0
1.487081048E2,3.904050112E0,7.546950340E0,-1.447050095E0
1.487105481E2,3.078000069E0,6.775950432E0,-1.633050084E0
1.487129918E2,3.133050203E0,5.574000359E0,-1.699950099E0
1.487154352E2,5.626050472E0,6.084000111E0,-1.281000018E0
1.487178788E2,7.681950569E0,6.127050400E0,-2.641050100E0
1.487203223E2,6.220050335E0,6.751950264E0,-3.798000097E0
1.487227659E2,3.337050200E0,8.004000664E0,-3.316950083E0
1.487252096E2,1.813950062E0,8.457000732E0,-1.758000135E0
1.487276530E2,1.785000086E0,7.932000160E0,-6.679500341E-1
1.487300965E2,2.596950054E0,9.453000069E0,2.160000056E-1
1.487325401E2,2.475000143E0,8.152050018E0,-5.749500394E-1
1.487349835E2,3.370050192E0,8.217000008E0,-1.626000047E0
1.487374272E2,2.821950197E0,8.341950417E0,-1.855950117E0
1.487398706E2,2.041949987E0,8.842050552E0,-4.270500243E-1
1.487423142E2,1.120050073E0,1.013295078E1,7.020000219E-1
1.487447577E2,1.399950027E0,1.053495026E1,2.860500216E-1
1.487472013E2,2.841000080E0,1.013295078E1,-3.019500077E-1
1.487496447E2,2.508000135E0,9.997950554E0,-1.641000032E0
1.487520884E2,1.753950119E0,8.410950661E0,-5.560500026E-1
1.487545318E2,1.186950088E0,8.569050789E0,-3.619500101E-1
1.487569754E2,1.594050050E0,1.032405090E1,-1.183050036E0
1.487594188E2,2.911050081E0,1.079805088E1,-2.809500098E-1
1.487618623E2,3.061050177E0,1.101105022E1,-3.430500031E-1
1.487643060E2,2.628000021E0,1.102605057E1,-1.312950015E0
1.487667494E2,2.154000044E0,1.225395012E1,-6.040500402E-1
1.487691931E2,1.258950114E0,1.311300087E1,-1.684050083E0
1.487716365E2,7.150500417E-1,1.261305046E1,-9.010500312E-1
1.487740801E2,1.500000060E-1,1.250295067E1,-3.739500046E-1
1.487765235E2,5.670000315E-1,1.254105091E1,1.191000104E0
1.487789671E2,4.900500178E-1,1.112400055E1,1.983000040E0
1.487814106E2,6.670500040E-1,9.121950150E0,1.441950083E0
1.487838542E2,6.259500384E-1,9.064949989E0,3.700500131E-1
1.487862977E2,1.315950036E0,1.053195095E1,1.222050071E0
1.487887413E2,3.634050131E0,1.013295078E1,3.553950071E0
1.487911848E2,6.816000462E0,7.081950188E0,-8.388000488E0
1.487936284E2,6.370050430E0,6.723000526E0,-1.277595043E1
1.487960718E2,5.452950478E0,8.855999947E0,-1.055895042E1
1.487985155E2,5.133000374E0,9.238950729E0,-7.581000328E0
1.488009589E2,5.722050190E0,1.012995052E1,-5.695950508E0
1.488034025E2,4.924050331E0,1.097505093E1,-2.248950005E0
1.488058460E2,4.374000072E0,1.157400036E1,-1.641000032E0
1.488082896E2,3.667050123E0,1.180095100E1,-2.188950062E0
1.488107331E2,3.604950190E0,1.092300034E1,-2.233950138E0
1.488131767E2,4.237050056E0,9.144000053E0,-2.902050257E0
1.488156202E2,2.800950050E0,5.860950470E0,-6.027000427E0
1.488180638E2,1.004999995E0,4.803000450E0,-6.939000130E0
1.488205072E2,2.803050041E0,2.490000010E0,-3.901050091E0
1.488229506E2,4.522050381E0,3.498000145E0,-1.954050064E0
1.488253943E2,7.567950249E0,3.763950109E0,-8.479500413E-1
1.488278377E2,7.435950279E0,4.389000416E0,-1.018050075E0
1.488302813E2,6.448950291E0,6.670050144E0,7.069500089E-1
1.488327248E2,4.273050308E0,9.711000443E0,3.150000274E-1
1.488351684E2,1.891050100E0,9.487950325E0,-1.666950107E0
1.488376118E2,3.799500167E-1,9.852000237E0,-5.890500546E-1
1.488400554E2,-6.529500484E-1,8.392050743E0,-6.000000238E-2
1.488424989E2,-7.540500164E-1,5.938050270E0,-9.490500689E-1
1.488449425E2,7.200000286E-1,6.148050308E0,-3.502950191E0
1.488473860E2,1.480950117E0,6.603000164E0,-3.838950157E0
1.488498296E2,1.414050102E0,7.551000595E0,-2.730000019E0
1.488522731E2,2.965950251E0,1.002705002E1,-1.617000103E0
1.488547167E2,3.502050161E0,1.091100025E1,-1.762950063E0
1.488571601E2,2.776950121E0,9.505050659E0,-2.686950207E0
1.488596038E2,8.710500598E-1,8.647950172E0,-2.239050150E0
1.488620472E2,-3.349500299E-1,6.469050407E0,-2.230500132E-1
1.488644908E2,2.050500065E-1,5.794050217E0,-9.600000083E-2
1.488669343E2,1.852050066E0,7.690050602E0,-1.485000014E0
1.488693779E2,2.494050026E0,7.362000465E0,-1.782000065E0
1.488718214E2,2.970000029E0,7.362000465E0,1.129500046E-1
1.488742650E2,5.176050186E0,7.348050117E0,-6.570000052E-1
1.488767085E2,4.872000217E0,7.393050194E0,-1.168950081E0
1.488791521E2,3.841950178E0,9.313950539E0,-1.939500123E-1
